label,gloss,participant,video_file,split
HELP,help,WLASL_36,27206_5.avi,train
HELP,help,WLASL_4,27207_6.avi,train
HELP,help,WLASL_21,27208_7.avi,train
HELP,help,WLASL_17,27209_8.avi,train
STOP,stop,WLASL_9,54915_0.avi,train
STOP,stop,WLASL_13,54925_1.avi,train
STOP,stop,WLASL_63,54922_2.avi,train
STOP,stop,WLASL_4,54923_4.avi,train
STOP,stop,WLASL_5,54929_8.avi,train
WAIT,wait,WLASL_9,62077_0.avi,train
WAIT,wait,WLASL_38,62098_2.avi,train
WAIT,wait,WLASL_60,62100_4.avi,train
WAIT,wait,WLASL_32,62101_5.avi,train
WAIT,wait,WLASL_6,62102_6.avi,train
WAIT,wait,WLASL_13,62103_7.avi,train
WAIT,wait,WLASL_56,62097_12.avi,train
WAIT,wait,WLASL_5,62109_16.avi,train
WAIT,wait,WLASL_5,62111_18.avi,train
MORE,more,WLASL_9,36826_0.avi,train
MORE,more,WLASL_115,69401_1.avi,train
MORE,more,WLASL_121,70222_2.avi,train
MORE,more,WLASL_13,36830_3.avi,train
MORE,more,WLASL_64,36837_9.avi,train
MORE,more,WLASL_5,36838_10.avi,train
MORE,more,WLASL_2,36827_13.avi,train
MORE,more,WLASL_36,36828_14.avi,train
MORE,more,WLASL_52,36829_15.avi,train
WATER,water,WLASL_9,62479_0.avi,train
WATER,water,WLASL_109,68179_1.avi,train
WATER,water,WLASL_121,70069_2.avi,train
WATER,water,WLASL_5,62507_7.avi,train
WATER,water,WLASL_5,62508_8.avi,train
WATER,water,WLASL_19,62499_10.avi,train
WATER,water,WLASL_28,62500_14.avi,train
WATER,water,WLASL_36,62501_15.avi,train
WATER,water,WLASL_52,62502_16.avi,train
WATER,water,WLASL_13,62503_17.avi,train
BATHROOM,bathroom,WLASL_9,05296_0.avi,train
BATHROOM,bathroom,WLASL_52,05299_1.avi,train
BATHROOM,bathroom,WLASL_13,05300_2.avi,train
BATHROOM,bathroom,WLASL_5,05304_6.avi,train
BATHROOM,bathroom,WLASL_5,05305_7.avi,train
BATHROOM,bathroom,WLASL_64,05307_11.avi,train
BATHROOM,bathroom,WLASL_2,05297_15.avi,train
BATHROOM,bathroom,WLASL_36,05298_16.avi,train
BATHROOM,toilet,WLASL_9,58731_0.avi,train
BATHROOM,toilet,WLASL_5,58740_3.avi,train
BATHROOM,toilet,WLASL_38,58732_7.avi,train
BATHROOM,toilet,WLASL_52,58733_8.avi,train
BATHROOM,toilet,WLASL_13,58734_9.avi,train
BATHROOM,toilet,WLASL_5,58737_12.avi,train
BATHROOM,restroom,WLASL_9,47721_0.avi,train
BATHROOM,restroom,WLASL_13,47722_1.avi,train
BATHROOM,restroom,WLASL_5,47725_4.avi,train
EAT,eat,WLASL_9,18316_0.avi,train
EAT,eat,WLASL_118,69307_1.avi,train
EAT,eat,WLASL_109,68044_3.avi,train
EAT,eat,WLASL_64,18331_10.avi,train
EAT,eat,WLASL_5,18332_11.avi,train
EAT,eat,WLASL_0,18323_13.avi,train
EAT,eat,WLASL_36,18324_19.avi,train
EAT,eat,WLASL_21,18325_20.avi,train
DRINK,drink,WLASL_115,69302_0.avi,train
DRINK,drink,WLASL_121,70173_2.avi,train
DRINK,drink,WLASL_109,68042_4.avi,train
DRINK,drink,WLASL_109,68041_6.avi,train
DRINK,drink,WLASL_5,17725_7.avi,train
DRINK,drink,WLASL_5,17728_10.avi,train
DRINK,drink,WLASL_36,17710_11.avi,train
DRINK,drink,WLASL_5,17729_12.avi,train
DRINK,drink,WLASL_5,17730_13.avi,train
DRINK,drink,WLASL_5,17731_14.avi,train
DRINK,drink,WLASL_52,17711_19.avi,train
DRINK,drink,WLASL_6,17712_20.avi,train
DRINK,drink,WLASL_21,17713_21.avi,train
DRINK,drink,WLASL_2,17709_27.avi,train
HUNGRY,hungry,WLASL_9,28375_0.avi,train
HUNGRY,hungry,WLASL_0,28376_5.avi,train
HUNGRY,hungry,WLASL_38,28377_6.avi,train
HUNGRY,hungry,WLASL_52,28378_7.avi,train
HUNGRY,hungry,WLASL_21,28379_8.avi,train
HUNGRY,hungry,WLASL_5,28382_11.avi,train
HURT,hurt,WLASL_9,28438_0.avi,train
HURT,hurt,WLASL_121,70147_1.avi,train
HURT,hurt,WLASL_60,28441_2.avi,train
HURT,hurt,WLASL_5,28452_13.avi,train
HURT,hurt,WLASL_36,28440_17.avi,train
PAIN,pain,WLASL_9,40797_0.avi,train
PAIN,pain,WLASL_0,40802_2.avi,train
PAIN,pain,WLASL_13,40803_4.avi,train
PAIN,pain,WLASL_5,40808_9.avi,train
SICK,sick,WLASL_9,51494_0.avi,train
SICK,sick,WLASL_118,69470_1.avi,train
SICK,sick,WLASL_109,68152_2.avi,train
SICK,sick,WLASL_38,51502_6.avi,train
SICK,sick,WLASL_60,51503_7.avi,train
SICK,sick,WLASL_13,51504_8.avi,train
SICK,sick,WLASL_63,51501_17.avi,train
SICK,sick,WLASL_5,51514_22.avi,train
SICK,sick,WLASL_5,51515_23.avi,train
NAME,name,WLASL_9,37575_0.avi,train
NAME,name,WLASL_118,69405_1.avi,train
NAME,name,WLASL_111,68106_3.avi,train
NAME,name,WLASL_5,37587_4.avi,train
NAME,name,WLASL_5,37588_5.avi,train
NAME,name,WLASL_56,37580_7.avi,train
NAME,name,WLASL_32,37581_10.avi,train
NAME,name,WLASL_13,37582_11.avi,train
NAME,name,WLASL_47,37586_15.avi,train
WHERE,where,WLASL_9,63079_0.avi,train
WHERE,where,WLASL_110,68181_1.avi,train
WHERE,where,WLASL_64,63088_4.avi,train
WHERE,where,WLASL_5,63089_5.avi,train
WHERE,where,WLASL_42,63081_8.avi,train
WHERE,where,WLASL_36,63082_11.avi,train
WHERE,where,WLASL_70,63083_12.avi,train
WHERE,where,WLASL_13,63084_13.avi,train
WHAT,what,WLASL_9,62944_0.avi,train
WHAT,what,WLASL_118,69531_1.avi,train
WHAT,what,WLASL_39,62967_5.avi,train
WHAT,what,WLASL_32,62968_7.avi,train
WHAT,what,WLASL_13,62970_11.avi,train
WHAT,what,WLASL_5,62984_12.avi,train
WHAT,what,WLASL_42,62964_21.avi,train
WHAT,what,WLASL_36,62965_27.avi,train
WHAT,what,WLASL_4,62966_29.avi,train
WHO,who,WLASL_9,63219_0.avi,train
WHO,who,WLASL_118,69534_1.avi,train
WHO,who,WLASL_111,68183_3.avi,train
WHO,who,WLASL_5,63239_4.avi,train
WHO,who,WLASL_5,63240_5.avi,train
WHO,who,WLASL_36,63226_8.avi,train
WHO,who,WLASL_6,63227_9.avi,train
WHO,who,WLASL_6,63228_10.avi,train
WHO,who,WLASL_4,63229_11.avi,train
WHO,who,WLASL_46,63230_12.avi,train
WHO,who,WLASL_13,63231_13.avi,train
WHO,who,WLASL_59,63232_15.avi,train
WHO,who,WLASL_42,63225_20.avi,train
HOW,how,WLASL_9,28187_0.avi,train
HOW,how,WLASL_115,69370_1.avi,train
HOW,how,WLASL_121,70295_2.avi,train
HOW,how,WLASL_21,28205_4.avi,train
HOW,how,WLASL_8,28201_10.avi,train
HOW,how,WLASL_5,28212_13.avi,train
HOW,how,WLASL_36,28202_16.avi,train
HOW,how,WLASL_36,28203_17.avi,train
HOW,how,WLASL_46,28204_18.avi,train
WHY,why,WLASL_9,63279_0.avi,train
WHY,why,WLASL_121,70213_2.avi,train
WHY,why,WLASL_46,63283_3.avi,train
WHY,why,WLASL_4,63284_4.avi,train
WHY,why,WLASL_13,63285_5.avi,train
WHY,why,WLASL_42,63280_15.avi,train
WHY,why,WLASL_36,63281_16.avi,train
WHY,why,WLASL_45,63282_17.avi,train
UNDERSTAND,understand,WLASL_9,60543_0.avi,train
UNDERSTAND,understand,WLASL_5,60553_1.avi,train
UNDERSTAND,understand,WLASL_121,70215_2.avi,train
UNDERSTAND,understand,WLASL_56,60545_6.avi,train
UNDERSTAND,understand,WLASL_6,60546_7.avi,train
UNDERSTAND,understand,WLASL_82,60554_8.avi,train
UNDERSTAND,understand,WLASL_13,60547_9.avi,train
UNDERSTAND,understand,WLASL_15,60548_11.avi,train
DEAF,deaf,WLASL_9,14855_0.avi,train
DEAF,deaf,WLASL_121,70015_1.avi,train
DEAF,deaf,WLASL_109,68033_3.avi,train
DEAF,deaf,WLASL_5,14899_4.avi,train
DEAF,deaf,WLASL_36,14882_6.avi,train
DEAF,deaf,WLASL_45,14883_10.avi,train
DEAF,deaf,WLASL_4,14884_11.avi,train
DEAF,deaf,WLASL_45,14885_12.avi,train
DEAF,deaf,WLASL_4,14886_13.avi,train
DEAF,deaf,WLASL_59,14887_15.avi,train
DEAF,deaf,WLASL_15,14888_16.avi,train
DEAF,deaf,WLASL_47,14896_24.avi,train
DEAF,deaf,WLASL_5,14898_26.avi,train
INTERPRETER,interpreter,WLASL_9,30256_0.avi,train
INTERPRETER,interpreter,WLASL_35,30257_3.avi,train
INTERPRETER,interpreter,WLASL_21,30258_4.avi,train
INTERPRETER,interpreter,WLASL_5,30261_7.avi,train
