label,wlasl_gloss,video_id,instance_id,signer_id,source,url,frame_start,frame_end,fps,bbox_x1,bbox_y1,bbox_x2,bbox_y2
BYE,goodbye,25049,10,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22741.mp4,1,-1,25,73,18,210,192
BYE,goodbye,25051,12,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22865.mp4,1,-1,25,75,20,211,192
THANKYOU,thank you,57653,0,9,asl5200,https://www.youtube.com/watch?v=x6CehcknaH8,1425,1471,25,0,0,360,240
THANKYOU,thank you,69502,1,115,aslbrick,http://aslbricks.org/New/ASL-Videos/thank%20you.mp4,1,-1,25,378,42,896,720
THANKYOU,thank you,68796,2,115,lillybauer,https://www.youtube.com/watch?v=pj0YH_l8TNM,1,39,25,321,22,916,720
THANKYOU,thank you,57663,6,82,scott,https://www.youtube.com/watch?v=7XHOmZYiBew,1,-1,25,320,0,835,720
THANKYOU,thank you,57664,7,51,nabboud,https://www.youtube.com/watch?v=lJXvGI7r_Fc,1,-1,25,380,73,852,720
THANKYOU,thank you,66598,8,98,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THANK-YOU-1198.mp4,1,-1,25,180,31,459,370
THANKYOU,thank you,57655,9,46,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20ThankYou-OGQTouYS3zM.mp4,1,-1,25,697,39,1522,1067
THANKYOU,thank you,57665,10,51,nabboud,https://www.youtube.com/watch?v=sH87G_Bz_nA,1,-1,25,376,73,876,720
THANKYOU,thank you,57666,11,51,nabboud,https://www.youtube.com/watch?v=t8Hr0IHghrQ,1,-1,25,356,72,871,720
THANKYOU,thank you,57667,12,12,aslsearch,http://www.aslsearch.com/signs/videos/thank.mp4,1,-1,25,168,54,537,400
THANKYOU,thank you,57656,13,13,asldeafined,https://media.asldeafined.com/vocabulary/1468944231.2757.mp4,1,-1,25,144,0,521,480
THANKYOU,thank you,57657,14,15,asldeafined,https://media.asldeafined.com/vocabulary/1522767348.9440.mp4,1,-1,25,147,32,521,480
THANKYOU,thank you,57658,15,14,handspeak,https://www.handspeak.com/word/t/thank.mp4,1,-1,25,137,9,466,360
THANKYOU,thank you,57659,16,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/14/14353.mp4,1,-1,25,85,11,223,192
PLEASE,please,43213,0,9,asl5200,https://www.youtube.com/watch?v=zHd4YEFzpwE,2950,3009,25,0,0,360,240
PLEASE,please,69434,1,115,aslbrick,http://aslbricks.org/New/ASL-Videos/please.mp4,1,-1,25,335,46,904,719
PLEASE,please,70220,2,121,northtexas,https://www.youtube.com/watch?v=hjS0dQDgbjo,3666,3698,25,100,25,278,240
PLEASE,please,68670,3,115,lillybauer,https://www.youtube.com/watch?v=LTVv46_N764,1,72,25,267,13,928,720
PLEASE,please,43225,4,30,aslpro,http://www.aslpro.com/main/p/please.swf,1,-1,25,0,8,234,240
PLEASE,please,43226,5,12,aslsearch,http://www.aslsearch.com/signs/videos/please.mp4,1,-1,25,171,50,547,400
PLEASE,please,43217,6,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/please.mp4,1,-1,25,212,15,525,414
PLEASE,please,67083,7,109,asllex,https://youtu.be/RHeFBNVYii4,1,-1,25,91,15,371,360
PLEASE,please,43218,8,3,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Please-eyu0V3s1-XA.mp4,1,-1,25,643,11,1710,1080
PLEASE,please,43219,9,13,asldeafined,https://media.asldeafined.com/vocabulary/1468754067.6864.mp4,1,-1,25,118,0,561,480
PLEASE,please,43220,10,15,asldeafined,https://media.asldeafined.com/vocabulary/1522767174.1064.mp4,1,-1,25,108,33,536,480
PLEASE,please,43221,11,14,handspeak,https://www.handspeak.com/word/p/please.mp4,1,-1,25,25,7,264,240
PLEASE,please,43222,12,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6966.mp4,1,-1,25,68,13,224,192
PLEASE,please,43223,13,51,nabboud,https://www.youtube.com/watch?v=QyqHzUY36cw,1,-1,25,308,71,861,720
PLEASE,please,43224,14,5,aslu,https://www.youtube.com/watch?v=rnb9FxPO7is,1,-1,25,284,26,942,720
SORRY,sorry,53363,0,9,asl5200,https://www.youtube.com/watch?v=XB3Q6IX6CBo,6805,6874,25,0,0,360,240
SORRY,sorry,70225,1,121,northtexas,https://www.youtube.com/watch?v=4Nh1iFv2BMc,694,786,25,157,40,400,360
SORRY,sorry,53371,2,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6968.mp4,1,-1,25,68,9,225,192
SORRY,sorry,53372,3,5,aslu,https://www.youtube.com/watch?v=jRHDjxWJma0,1,-1,25,337,29,922,720
SORRY,sorry,53373,4,5,aslu,https://www.youtube.com/watch?v=KuqlCVeWGEI,1,-1,25,316,27,918,720
SORRY,sorry,53374,5,24,aslpro,http://www.aslpro.com/main/s/sorry.swf,1,-1,25,0,12,192,240
SORRY,sorry,66536,6,90,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/SO/SORRY-566.mp4,1,-1,25,173,15,453,370
SORRY,sorry,53365,7,2,spreadthesign,https://media.spreadthesign.com/video/mp4/13/94029.mp4,1,-1,25,71,34,236,240
SORRY,sorry,67228,8,109,asllex,https://youtu.be/BL90-ejIQ9Y,1,-1,25,95,28,380,360
SORRY,sorry,53375,9,12,aslsearch,http://www.aslsearch.com/signs/videos/sorry.mp4,1,-1,25,199,53,547,400
SORRY,sorry,53366,10,38,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/sorry.mp4,1,-1,25,369,48,802,720
SORRY,sorry,53367,11,13,asldeafined,https://media.asldeafined.com/vocabulary/1468776763.7085.mp4,1,-1,25,98,0,535,480
SORRY,sorry,53368,12,20,handspeak,https://www.handspeak.com/word/s/sorry.mp4,1,-1,25,22,8,268,240
SORRY,sorry,53370,14,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6967.mp4,1,-1,25,67,11,224,192
YES,yes,64275,0,9,asl5200,https://www.youtube.com/watch?v=BRO-oYGV224,105,174,25,0,0,360,240
YES,yes,69546,1,118,aslbrick,http://aslbricks.org/New/ASL-Videos/yes.mp4,1,-1,25,214,41,881,720
YES,yes,64287,2,13,asldeafined,https://media.asldeafined.com/vocabulary/1468774983.6377.mp4,1,-1,25,120,4,526,480
YES,yes,68192,3,109,valencia-asl,https://www.youtube.com/watch?v=-on_5PoBEak,1,-1,25,104,0,1150,720
YES,yes,64290,4,14,handspeak,https://www.handspeak.com/word/y/yes.mp4,1,-1,25,107,14,561,480
YES,yes,64284,5,3,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-Kg0VRsnehgQ.mp4,1,-1,25,724,29,1675,1080
YES,yes,64291,6,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23544.mp4,1,-1,25,81,25,212,192
YES,yes,64292,8,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23545.mp4,1,-1,25,79,23,212,192
YES,yes,64293,9,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23546.mp4,1,-1,25,70,20,212,192
YES,yes,64294,10,5,aslu,https://www.youtube.com/watch?v=0usayvOXzHo,1,-1,25,316,50,892,720
YES,yes,64295,11,5,aslu,https://www.youtube.com/watch?v=3J2KaRL9i_Q,1,-1,25,245,63,893,720
YES,yes,64296,12,47,scott,https://www.youtube.com/watch?v=gpNDuOwyW7Q,1,-1,25,311,17,905,720
YES,yes,66820,13,88,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YES-1472.mp4,1,-1,25,168,14,461,370
YES,yes,64297,14,5,aslu,https://www.youtube.com/watch?v=JLNxO35tB-U,1,-1,25,155,14,481,360
YES,yes,64280,15,28,spreadthesign,https://media.spreadthesign.com/video/mp4/13/485639.mp4,1,-1,25,20,13,258,240
YES,yes,64298,16,51,nabboud,https://www.youtube.com/watch?v=wc2A8AZepy4,1,-1,25,309,64,891,720
YES,yes,64299,17,30,aslpro,http://www.aslpro.com/main/y/yes.swf,1,-1,25,2,15,220,240
YES,yes,64300,18,41,aslsearch,http://www.aslsearch.com/signs/videos/yes.mp4,1,-1,25,235,44,478,400
YES,yes,64281,19,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yes.mp4,1,-1,25,222,13,524,414
YES,yes,64288,20,15,asldeafined,https://media.asldeafined.com/vocabulary/1522767427.6654.mp4,1,-1,25,143,25,514,480
YES,yes,64289,22,14,handspeak,https://www.handspeak.com/word/y/yes-fs.mp4,1,-1,25,106,14,568,480
YES,yes,64283,23,4,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-IIWhF2S6saQ.mp4,1,-1,25,625,111,1483,1063
NO,no,38482,0,9,asl5200,https://www.youtube.com/watch?v=1_jXxjd0lKE,1318,1397,25,0,0,360,240
NO,no,69411,1,118,aslbrick,http://aslbricks.org/New/ASL-Videos/no.mp4,1,-1,25,274,43,875,720
NO,no,68110,2,109,valencia-asl,https://www.youtube.com/watch?v=BqmquW0f1ok,1,-1,25,113,0,1151,720
NO,no,68406,3,112,lillybauer,https://www.youtube.com/watch?v=Dd95RFhtSs4,1,54,25,346,31,916,720
NO,no,38539,4,47,scott,https://www.youtube.com/watch?v=nyUDOPmQlZQ,1,-1,25,384,33,929,720
NO,no,38540,5,5,aslu,https://www.youtube.com/watch?v=pkzfT9cYvH0,1,-1,25,343,23,999,720
NO,no,38541,6,5,aslu,https://www.youtube.com/watch?v=QJXKaOSyl4o,1,-1,25,262,14,958,720
NO,no,38542,7,25,aslpro,http://www.aslpro.com/main/n/no.swf,1,-1,25,0,4,240,240
NO,no,38525,9,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4,1,-1,25,223,12,525,414
NO,no,38544,10,41,aslsearch,http://www.aslsearch.com/signs/videos/no.mp4,1,-1,25,258,38,509,400
NO,no,38527,12,3,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4,1,-1,25,777,24,1651,1080
NO,no,38529,15,13,asldeafined,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4,1,-1,25,88,0,502,480
NO,no,38530,16,15,asldeafined,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4,1,-1,25,138,36,517,480
NO,no,38531,17,20,handspeak,https://www.handspeak.com/word/n/no.mp4,1,-1,25,121,0,545,480
NO,no,38532,18,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23547.mp4,1,-1,25,74,22,205,192
NO,no,38533,19,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23949.mp4,1,-1,25,83,17,215,192
NO,no,66183,20,102,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4,1,-1,25,143,0,480,370
NO,no,38524,21,56,spreadthesign,https://media.spreadthesign.com/video/mp4/13/48823.mp4,1,-1,25,54,0,261,240
NO,no,67934,22,109,asllex,https://youtu.be/jGsh6zd3eUQ,1,-1,25,93,26,377,360
NO,no,38534,23,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6400.mp4,1,-1,25,77,17,218,192
NO,no,38536,25,51,nabboud,https://www.youtube.com/watch?v=lgNwgl10VSg,1,-1,25,335,65,882,720
NO,no,38538,27,5,aslu,https://www.youtube.com/watch?v=mskmnqYYsGw,1,-1,25,320,52,918,720
HELP,help,27194,0,9,asl5200,https://www.youtube.com/watch?v=SiBub8VD5wo,1387,1433,25,0,0,360,240
HELP,help,69364,1,115,aslbrick,http://aslbricks.org/New/ASL-Videos/help.mp4,1,-1,25,605,64,1417,1080
HELP,help,27219,2,65,nabboud,https://www.youtube.com/watch?v=RStYX5OXPjE,1,-1,25,380,43,875,720
HELP,help,27220,3,30,aslpro,http://www.aslpro.com/main/h/help.swf,1,-1,25,0,12,224,240
HELP,help,27221,4,12,aslsearch,http://www.aslsearch.com/signs/videos/help.mp4,1,-1,25,198,56,563,400
HELP,help,27206,5,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4,1,-1,25,211,16,525,414
HELP,help,27207,6,4,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4,1,-1,25,665,54,1608,1080
HELP,help,27208,7,21,asldeafined,https://media.asldeafined.com/vocabulary/1468580671.3652.mp4,1,-1,25,80,14,536,480
HELP,help,27209,8,17,asldeafined,https://media.asldeafined.com/vocabulary/1471136062.8464.mp4,1,-1,25,66,20,607,480
HELP,help,27210,9,14,handspeak,https://www.handspeak.com/word/h/help2.mp4,1,-1,25,63,17,284,240
HELP,help,27211,10,20,handspeak,https://www.handspeak.com/word/h/help-me.mp4,1,-1,25,55,0,298,240
HELP,help,27212,11,20,handspeak,https://www.handspeak.com/word/h/help.mp4,2,-1,25,171,0,515,360
HELP,help,65890,12,90,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4,1,-1,25,182,14,465,370
HELP,help,27213,13,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23431.mp4,1,-1,25,92,24,202,192
HELP,help,27214,14,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/5/5871.mp4,1,-1,25,77,3,220,192
HELP,help,65891,15,90,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4,1,-1,25,188,14,463,370
HELP,help,65889,16,90,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4,1,-1,25,188,15,469,370
HELP,help,67757,18,109,asllex,https://youtu.be/OWXmFhatan8,1,-1,25,93,18,364,360
HELP,help,27215,19,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/6/6389.mp4,1,-1,25,72,14,217,192
HELP,help,27216,20,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/9/9918.mp4,1,-1,25,67,5,217,192
HELP,help,27217,21,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/9/9936.mp4,1,-1,25,61,12,213,192
HELP,help,27218,22,65,nabboud,https://www.youtube.com/watch?v=l31UXgChCS4,1,-1,25,387,40,901,720
STOP,stop,54915,0,9,asl5200,https://www.youtube.com/watch?v=XB3Q6IX6CBo,9004,9043,25,0,0,360,240
STOP,stop,54925,1,13,asldeafined,https://media.asldeafined.com/vocabulary/1468896525.8184.mp4,1,-1,25,162,0,575,480
STOP,stop,54922,2,63,spreadthesign,https://media.spreadthesign.com/video/mp4/13/50826.mp4,1,-1,25,64,0,263,240
STOP,stop,67249,3,109,asllex,https://youtu.be/bBtf2nxKnys,1,-1,25,90,17,376,360
STOP,stop,54923,4,4,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stop-NOpmdQCK_Hs.mp4,1,-1,25,552,56,1712,1080
STOP,stop,54926,5,14,handspeak,https://www.handspeak.com/word/s/stop.mp4,1,-1,25,100,0,514,480
STOP,stop,54928,7,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/7/7258.mp4,1,-1,25,79,16,214,192
STOP,stop,54929,8,5,aslu,https://www.youtube.com/watch?v=A84uvLUmCVU,1,-1,25,317,33,957,720
STOP,stop,54930,9,69,nabboud,https://www.youtube.com/watch?v=l6G0rN4CJRg,1,-1,25,386,56,851,720
STOP,stop,54931,10,84,aslpro,http://www.aslpro.com/main/s/stop.swf,1,-1,25,18,1,219,240
STOP,stop,54932,11,12,aslsearch,http://www.aslsearch.com/signs/videos/stop.mp4,1,-1,25,194,53,574,400
WAIT,wait,62077,0,9,asl5200,https://www.youtube.com/watch?v=A5dihMAjeTE,24,86,25,0,0,360,240
WAIT,wait,62113,1,12,aslsearch,http://www.aslsearch.com/signs/videos/stall.mp4,1,-1,25,202,52,558,400
WAIT,wait,62098,2,38,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/wait.mp4,1,-1,25,420,50,823,720
WAIT,wait,62100,4,60,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20wait-g4zPWVKTVc4.mp4,1,-1,25,330,19,761,480
WAIT,wait,62101,5,32,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Wait-hooZv2wCujw.mp4,1,-1,25,690,68,1621,1080
WAIT,wait,62102,6,6,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Wait-mo6REHINcoE.mp4,1,-1,25,553,73,1410,1080
WAIT,wait,62103,7,13,asldeafined,https://media.asldeafined.com/vocabulary/1468926839.9265.mp4,1,-1,25,149,0,551,480
WAIT,wait,62104,8,14,handspeak,https://www.handspeak.com/word/w/wait-long.mp4,1,-1,25,63,21,237,240
WAIT,wait,62105,9,20,handspeak,https://www.handspeak.com/word/w/wait.mp4,1,-1,25,80,15,247,240
WAIT,wait,62106,10,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/7/7259.mp4,1,-1,25,83,18,210,192
WAIT,wait,66740,11,107,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WAIT-1405.mp4,1,-1,25,194,30,517,370
WAIT,wait,62097,12,56,spreadthesign,https://media.spreadthesign.com/video/mp4/13/50933.mp4,1,-1,25,49,0,279,240
WAIT,wait,67034,13,109,asllex,https://youtu.be/QlMV4KuPClU,1,-1,25,102,10,386,360
WAIT,wait,62107,14,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/9/9671.mp4,1,-1,25,61,9,208,192
WAIT,wait,62109,16,5,aslu,https://www.youtube.com/watch?v=D-zw_kLwYzI,1,-1,25,157,13,509,360
WAIT,wait,62110,17,80,nabboud,https://www.youtube.com/watch?v=mhJvv6lTQ90,1,-1,25,379,53,962,720
WAIT,wait,62111,18,5,aslu,https://www.youtube.com/watch?v=YfwgS9ZsBVw,1,-1,25,337,4,1152,720
WAIT,wait,62112,19,87,aslpro,http://www.aslpro.com/main/w/wait.swf,1,-1,25,20,6,231,240
MORE,more,36826,0,9,asl5200,https://www.youtube.com/watch?v=IxO7unGawfk,2040,2086,25,0,0,360,240
MORE,more,69401,1,115,aslbrick,http://aslbricks.org/New/ASL-Videos/more.mp4,1,-1,25,381,52,901,720
MORE,more,70222,2,121,northtexas,https://www.youtube.com/watch?v=hjS0dQDgbjo,3948,4036,25,118,25,276,240
MORE,more,36830,3,13,asldeafined,https://media.asldeafined.com/vocabulary/1468716587.784.mp4,1,-1,25,151,0,537,480
MORE,more,36832,4,14,handspeak,https://www.handspeak.com/word/m/more.mp4,1,-1,25,56,1,272,240
MORE,more,36834,5,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/5/5684.mp4,1,-1,25,71,5,216,192
MORE,more,67906,7,109,asllex,https://youtu.be/eKLTlUZlE9w,1,-1,25,100,13,388,360
MORE,more,36836,8,11,signingsavvy,https://www.signingsavvy.com/signs/mp4/8/8051.mp4,1,-1,25,62,10,236,192
MORE,more,36837,9,64,aslu,https://www.youtube.com/watch?v=tPDGvZK_o_c,1,-1,25,140,40,401,341
MORE,more,36838,10,5,aslu,https://www.youtube.com/watch?v=tPDGvZK_o_c,1,-1,25,246,0,986,720
MORE,more,36839,11,87,aslpro,http://www.aslpro.com/main/m/more.swf,1,-1,25,28,6,229,240
MORE,more,36840,12,12,aslsearch,http://www.aslsearch.com/signs/videos/more.mp4,1,-1,25,186,49,540,400
MORE,more,36827,13,2,spreadthesign,https://media.spreadthesign.com/video/mp4/13/93968.mp4,1,-1,25,96,29,253,240
MORE,more,36828,14,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/more.mp4,1,-1,25,205,18,548,414
MORE,more,36829,15,52,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20More-J-00GUpKfFg.mp4,1,-1,25,358,14,814,480
WATER,water,62479,0,9,asl5200,https://www.youtube.com/watch?v=A5dihMAjeTE,711,763,25,0,0,360,240
WATER,water,68179,1,109,valencia-asl,https://www.youtube.com/watch?v=HHX-yrm-DMk,1,-1,25,106,0,1153,720
WATER,water,70069,2,121,northtexas,https://www.youtube.com/watch?v=jDCw7stJaM4,2913,3016,25,156,26,459,480
WATER,water,68722,3,113,lillybauer,https://www.youtube.com/watch?v=n1LXJrNY5Cs,74,126,25,114,17,548,360
WATER,water,62504,4,20,handspeak,https://www.handspeak.com/word/w/water.mp4,1,-1,25,127,0,508,480
WATER,water,62505,5,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22969.mp4,1,-1,25,89,21,207,192
WATER,water,62506,6,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/22/22970.mp4,1,-1,25,89,22,204,192
WATER,water,62507,7,5,aslu,https://www.youtube.com/watch?v=QDlDLqvdApI,1,-1,25,172,7,490,360
WATER,water,62508,8,5,aslu,https://www.youtube.com/watch?v=-SdOfxGhb0A,1,-1,25,401,40,946,720
WATER,water,66752,9,100,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WATER-1414.mp4,1,-1,25,203,25,474,370
WATER,water,62499,10,19,elementalasl,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/water.mov,1,-1,25,88,8,220,180
WATER,water,67044,11,109,asllex,https://youtu.be/BWUyTapkOvM,1,-1,25,131,16,379,360
WATER,water,62509,12,72,aslpro,http://www.aslpro.com/main/w/water.swf,1,-1,25,27,6,227,240
WATER,water,62510,13,12,aslsearch,http://www.aslsearch.com/signs/videos/water.mp4,1,-1,25,201,52,553,400
WATER,water,62500,14,28,spreadthesign,https://media.spreadthesign.com/video/mp4/13/486561.mp4,1,-1,25,53,0,270,240
WATER,water,62501,15,36,startasl,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/water.mp4,1,-1,25,239,16,525,414
WATER,water,62502,16,52,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Water-4xQijOap0PY.mp4,1,-1,25,365,18,801,480
WATER,water,62503,17,13,asldeafined,https://media.asldeafined.com/vocabulary/1468927236.4055.mp4,1,-1,25,133,0,514,480
BATHROOM,bathroom,05296,0,9,asl5200,https://www.youtube.com/watch?v=pDqITge_TGs,1142,1208,25,0,0,360,240
BATHROOM,bathroom,05299,1,52,signschool,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Bathroom-u7XrB6j-o3E.mp4,1,-1,25,373,20,800,480
BATHROOM,bathroom,05300,2,13,asldeafined,https://media.asldeafined.com/vocabulary/1466649768.1620.mp4,1,-1,25,125,23,527,480
BATHROOM,bathroom,05301,3,20,handspeak,https://www.handspeak.com/word/b/bathroom2.mp4,1,-1,25,119,3,491,360
BATHROOM,bathroom,05302,4,14,handspeak,https://www.handspeak.com/word/b/bathroom.mp4,1,-1,25,42,4,529,360
BATHROOM,bathroom,05303,5,10,signingsavvy,https://www.signingsavvy.com/signs/mp4/23/23911.mp4,1,-1,25,85,17,203,192
BATHROOM,bathroom,05304,6,5,aslu,https://www.youtube.com/watch?v=2xdhyJEgXdI,1,-1,25,310,28,925,720
BATHROOM,bathroom,05305,7,5,aslu,https://www.youtube.com/watch?v=GSRwDBAFh70,1,-1,25,315,48,899,720
BATHROOM,bathroom,65148,8,88,aslsignbank,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BA/BATHROOM-32.mp4,1,-1,25,179,7,473,370
BATHROOM,bathroom,67394,9,109,asllex,https://youtu.be/cI3AyC9DfWQ,1,-1,25,100,20,383,360
BATHROOM,bathroom,05307,11,64,aslu,https://www.youtube.com/watch?v=tk5XZhfgfcc,1,-1,25,141,38,397,344
BATHROOM,bathroom,05308,12,44,aslpro,http://www.aslpro.com/main/b/bathroom_portable.swf,1,-1,25,16,3,260,240
